"genome"	"Sample_name"	"Relative_abundance"	"Completeness"	"Contamination"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Family_genus"	"Family_genus_bin"	"DNA_kit"	"Storage"	"Volume_used"
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.13"	"NitrifyingCombined.fastq.gz"	0.8681	99.98	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Mesorhizobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Mesorhizobium_A*"	"*Rhizobiaceae*, *Mesorhizobium_A* (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.13)"	"Combined data"	""	"Combined"
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.28"	"NitrifyingCombined.fastq.gz"	0.6591	99.71	0.23	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Mesorhizobium_D*"	"**Unidentified species**"	"*Rhizobiaceae*, *Mesorhizobium_D*"	"*Rhizobiaceae*, *Mesorhizobium_D* (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.28)"	"Combined data"	""	"Combined"
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.39"	"NitrifyingCombined.fastq.gz"	0.6758	98.83	0.1	"d__Bacteria"	"*Deinococcota*"	"*Deinococci*"	"*Deinococcales*"	"*Trueperaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Trueperaceae*, **Unidentified genus**"	"*Trueperaceae*, **Unidentified genus** (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.39)"	"Combined data"	""	"Combined"
"QpsNitrifying4mlFrozenRep1_metaMDBG_complete.5"	"NitrifyingCombined.fastq.gz"	0.5305	98.35	0.96	"d__Bacteria"	"*Chloroflexota*"	"*Chloroflexia*"	"*Thermomicrobiales*"	"*CFX8*"	"*JACCZH01*"	"**Unidentified species**"	"*CFX8*, *JACCZH01*"	"*CFX8*, *JACCZH01* (QpsNitrifying4mlFrozenRep1_metaMDBG_complete.5)"	"Combined data"	""	"Combined"
"MBSoxNitrifying2mlFrozenRep2_complete.2"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.7896	99.42	2.8	"d__Bacteria"	"*Chloroflexota*"	"*Anaerolineae*"	"*Aggregatilineales*"	"*Phototrophicaceae*"	"*JAIOHN01*"	"**Unidentified species**"	"*Phototrophicaceae*, *JAIOHN01*"	"*Phototrophicaceae*, *JAIOHN01* (MBSoxNitrifying2mlFrozenRep2_complete.2)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying2mlFrozenRep2_metaMDBG_complete.44"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.4581	99.1	0.02	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Xanthobacteraceae*"	"*Ga0077548*"	"**Unidentified species**"	"*Xanthobacteraceae*, *Ga0077548*"	"*Xanthobacteraceae*, *Ga0077548* (MBSoxNitrifying2mlFrozenRep2_metaMDBG_complete.44)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying2mlFrozenRep2_metaMDBG_complete.50"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.6913	95.04	0.19	"d__Bacteria"	"*Verrucomicrobiota*"	"*Verrucomicrobiae*"	"*Chthoniobacterales*"	"*Xiphinematobacteraceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Xiphinematobacteraceae*, **Unidentified genus**"	"*Xiphinematobacteraceae*, **Unidentified genus** (MBSoxNitrifying2mlFrozenRep2_metaMDBG_complete.50)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying2mlFrozenRep2_metaMDBG_semibin2_4"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.4791	97.67	2.88	"d__Bacteria"	"*Chloroflexota*"	"*Anaerolineae*"	"*Aggregatilineales*"	"*Phototrophicaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Phototrophicaceae*, **Unidentified genus**"	"*Phototrophicaceae*, **Unidentified genus** (MBSoxNitrifying2mlFrozenRep2_metaMDBG_semibin2_4)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_complete.10"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0845	96.34	0.3	"d__Bacteria"	"*Verrucomicrobiota*"	"*Verrucomicrobiae*"	"*Opitutales*"	"*UBA2995*"	"**Unidentified genus**"	"**Unidentified species**"	"*UBA2995*, **Unidentified genus**"	"*UBA2995*, **Unidentified genus** (MBSoxNitrifying4mlFreshRep3_complete.10)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_complete.11"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	5.1446	100	0.49	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Xanthobacteraceae*"	"*Nitrobacter*"	"**Unidentified species**"	"*Xanthobacteraceae*, *Nitrobacter*"	"*Xanthobacteraceae*, *Nitrobacter* (MBSoxNitrifying4mlFreshRep3_complete.11)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_complete.19"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.4909	95.63	0.15	"d__Bacteria"	"*Planctomycetota*"	"*Planctomycetia*"	"*Gemmatales*"	"*Gemmataceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Gemmataceae*, **Unidentified genus**"	"*Gemmataceae*, **Unidentified genus** (MBSoxNitrifying4mlFreshRep3_complete.19)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_complete.2"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.6179	100	1.59	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Chitinophagales*"	"*Chitinophagaceae*"	"*Flavitalea*"	"**Unidentified species**"	"*Chitinophagaceae*, *Flavitalea*"	"*Chitinophagaceae*, *Flavitalea* (MBSoxNitrifying4mlFreshRep3_complete.2)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_complete.26"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.3803	99.85	0.11	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Flavobacteriales*"	"*Flavobacteriaceae*"	"*Flavobacterium*"	"**Unidentified species**"	"*Flavobacteriaceae*, *Flavobacterium*"	"*Flavobacteriaceae*, *Flavobacterium* (MBSoxNitrifying4mlFreshRep3_complete.26)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.19"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.2072	99.95	0.42	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Flavobacteriales*"	"*Flavobacteriaceae*"	"*Arenibacter*"	"**Unidentified species**"	"*Flavobacteriaceae*, *Arenibacter*"	"*Flavobacteriaceae*, *Arenibacter* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.19)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.26"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.3212	99.14	0	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Flavobacteriales*"	"*PHOS-HE28*"	"*PHOS-HE28*"	"*PHOS-HE28 sp019638085*"	"*PHOS-HE28*, *PHOS-HE28*"	"*PHOS-HE28*, *PHOS-HE28* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.26)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.39"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.8176	100	0.06	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Chitinophagales*"	"*Chitinophagaceae*"	"*Terrimonas_A*"	"**Unidentified species**"	"*Chitinophagaceae*, *Terrimonas_A*"	"*Chitinophagaceae*, *Terrimonas_A* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.39)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.48"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	67.6953	99.33	0.07	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Burkholderiales*"	"*Nitrosomonadaceae*"	"*Nitrosospira*"	"**Unidentified species**"	"*Nitrosomonadaceae*, *Nitrosospira*"	"*Nitrosomonadaceae*, *Nitrosospira* (MBSoxNitrifying4mlFreshRep3_metaMDBG_complete.48)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"MBSoxNitrifying4mlFreshRep3_semibin2_3"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0016	84.1	2.49	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*HIGH02-12-38-15*"	"*HIGH02-12-38-15*"	"*HIGHO2-12-38-15*"	"**Unidentified species**"	"*HIGH02-12-38-15*, *HIGHO2-12-38-15*"	"*HIGH02-12-38-15*, *HIGHO2-12-38-15* (MBSoxNitrifying4mlFreshRep3_semibin2_3)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.10"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.4433	94.03	0.74	"d__Bacteria"	"*Desulfobacterota_D*"	"*UBA1144*"	"*UBA2774*"	"*UBA2774*"	"*JADLGH01*"	"*JADLGH01 sp020849425*"	"*UBA2774*, *JADLGH01*"	"*UBA2774*, *JADLGH01* (NitrifyingCombined_complete.10)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.14"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1799	99.06	2.52	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*SP197*"	"*SP197*"	"*CALGGB01*"	"**Unidentified species**"	"*SP197*, *CALGGB01*"	"*SP197*, *CALGGB01* (NitrifyingCombined_complete.14)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.27"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.2434	99.93	0.27	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Caulobacterales*"	"*TH1-2*"	"*Vitreimonas*"	"**Unidentified species**"	"*TH1-2*, *Vitreimonas*"	"*TH1-2*, *Vitreimonas* (NitrifyingCombined_complete.27)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.3"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.2374	95.16	0.11	"d__Bacteria"	"*Deinococcota*"	"*Deinococci*"	"*Deinococcales*"	"*Trueperaceae*"	"**Unidentified genus**"	"**Unidentified species**"	"*Trueperaceae*, **Unidentified genus**"	"*Trueperaceae*, **Unidentified genus** (NitrifyingCombined_complete.3)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.32"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1499	95.39	0.24	"d__Bacteria"	"*Planctomycetota*"	"*Planctomycetia*"	"*Pirellulales*"	"*Lacipirellulaceae*"	"*Bythopirellula*"	"**Unidentified species**"	"*Lacipirellulaceae*, *Bythopirellula*"	"*Lacipirellulaceae*, *Bythopirellula* (NitrifyingCombined_complete.32)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.40"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1554	99.98	2.82	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (NitrifyingCombined_complete.40)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.43"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1745	100	0.9	"d__Bacteria"	"*Acidobacteriota*"	"*Vicinamibacteria*"	"*Vicinamibacterales*"	"*Vicinamibacteraceae*"	"*JAEZDP01*"	"**Unidentified species**"	"*Vicinamibacteraceae*, *JAEZDP01*"	"*Vicinamibacteraceae*, *JAEZDP01* (NitrifyingCombined_complete.43)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.44"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.103	100	0.43	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Sphingomonadales*"	"*Sphingomonadaceae*"	"*Allosphingosinicella*"	"**Unidentified species**"	"*Sphingomonadaceae*, *Allosphingosinicella*"	"*Sphingomonadaceae*, *Allosphingosinicella* (NitrifyingCombined_complete.44)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.45"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0947	97.71	1.94	"d__Bacteria"	"*Actinomycetota*"	"*Acidimicrobiia*"	"*Acidimicrobiales*"	"*Ilumatobacteraceae*"	"*Desertimonas*"	"**Unidentified species**"	"*Ilumatobacteraceae*, *Desertimonas*"	"*Ilumatobacteraceae*, *Desertimonas* (NitrifyingCombined_complete.45)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.48"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.154	99.99	1.74	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Tepidamorphaceae*"	"*Tepidamorphus*"	"**Unidentified species**"	"*Tepidamorphaceae*, *Tepidamorphus*"	"*Tepidamorphaceae*, *Tepidamorphus* (NitrifyingCombined_complete.48)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.5"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1823	100	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Sphingomonadales*"	"*Sphingomonadaceae*"	"*Sphingosinicella*"	"*Sphingosinicella sp019454625*"	"*Sphingomonadaceae*, *Sphingosinicella*"	"*Sphingomonadaceae*, *Sphingosinicella* (NitrifyingCombined_complete.5)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.50"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	2.1441	100	1.46	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhodobacterales*"	"*Rhodobacteraceae*"	"*Pararhodobacter*"	"**Unidentified species**"	"*Rhodobacteraceae*, *Pararhodobacter*"	"*Rhodobacteraceae*, *Pararhodobacter* (NitrifyingCombined_complete.50)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.7"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	1.2121	100	0.67	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (NitrifyingCombined_complete.7)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.75"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0541	96.73	1.47	"d__Bacteria"	"*Chloroflexota*"	"*Anaerolineae*"	"*Anaerolineales*"	"*UBA11579*"	"*JAMCZK01*"	"*JAMCZK01 sp019637805*"	"*UBA11579*, *JAMCZK01*"	"*UBA11579*, *JAMCZK01* (NitrifyingCombined_complete.75)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_complete.9"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1303	93.45	2.8	"d__Bacteria"	"*Chloroflexota*"	"*Dehalococcoidia*"	"*UBA2979*"	"*UBA2979*"	"*W-Chloroflexi-9*"	"**Unidentified species**"	"*UBA2979*, *W-Chloroflexi-9*"	"*UBA2979*, *W-Chloroflexi-9* (NitrifyingCombined_complete.9)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.11"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.5717	99.98	0.46	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Mesorhizobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Mesorhizobium_A*"	"*Rhizobiaceae*, *Mesorhizobium_A* (NitrifyingCombined_metaMDBG_complete.11)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.14"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1521	98.63	0.54	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Burkholderiales*"	"*Burkholderiaceae*"	"*Zeimonas*"	"**Unidentified species**"	"*Burkholderiaceae*, *Zeimonas*"	"*Burkholderiaceae*, *Zeimonas* (NitrifyingCombined_metaMDBG_complete.14)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.15"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0634	99.19	0.58	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*GCA-2729495*"	"*GCA-2729495*"	"*SHZI01*"	"**Unidentified species**"	"*GCA-2729495*, *SHZI01*"	"*GCA-2729495*, *SHZI01* (NitrifyingCombined_metaMDBG_complete.15)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.16"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0809	100	0.24	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Caulobacterales*"	"*TH1-2*"	"*Vitreimonas*"	"**Unidentified species**"	"*TH1-2*, *Vitreimonas*"	"*TH1-2*, *Vitreimonas* (NitrifyingCombined_metaMDBG_complete.16)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.27"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0157	99.96	0	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Burkholderiales*"	"*Nitrosomonadaceae*"	"*Nitrosomonas*"	"**Unidentified species**"	"*Nitrosomonadaceae*, *Nitrosomonas*"	"*Nitrosomonadaceae*, *Nitrosomonas* (NitrifyingCombined_metaMDBG_complete.27)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.31"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0692	100	1.24	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Reyranellales*"	"*JAQSWP01*"	"*JAQSWP01*"	"**Unidentified species**"	"*JAQSWP01*, *JAQSWP01*"	"*JAQSWP01*, *JAQSWP01* (NitrifyingCombined_metaMDBG_complete.31)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.43"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.3999	99.86	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Hyphomicrobiaceae*"	"*Ga0077530*"	"**Unidentified species**"	"*Hyphomicrobiaceae*, *Ga0077530*"	"*Hyphomicrobiaceae*, *Ga0077530* (NitrifyingCombined_metaMDBG_complete.43)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.45"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.2109	98.76	0.49	"d__Bacteria"	"*Bdellovibrionota*"	"*Bdellovibrionia*"	"*Bdellovibrionales*"	"*JAMLIO01*"	"*JAMLIO01*"	"**Unidentified species**"	"*JAMLIO01*, *JAMLIO01*"	"*JAMLIO01*, *JAMLIO01* (NitrifyingCombined_metaMDBG_complete.45)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.55"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.4997	99.99	0.27	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Parvibaculales*"	"*Parvibaculaceae*"	"*Parvibaculum*"	"**Unidentified species**"	"*Parvibaculaceae*, *Parvibaculum*"	"*Parvibaculaceae*, *Parvibaculum* (NitrifyingCombined_metaMDBG_complete.55)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.72"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.4419	100	0.37	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Caulobacterales*"	"*TH1-2*"	"*Vitreimonas*"	"*Vitreimonas sp024707365*"	"*TH1-2*, *Vitreimonas*"	"*TH1-2*, *Vitreimonas* (NitrifyingCombined_metaMDBG_complete.72)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.75"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.2516	100	0.05	"d__Bacteria"	"*Pseudomonadota*"	"*Gammaproteobacteria*"	"*Xanthomonadales*"	"*UBA2363*"	"*Pseudofulvimonas*"	"**Unidentified species**"	"*UBA2363*, *Pseudofulvimonas*"	"*UBA2363*, *Pseudofulvimonas* (NitrifyingCombined_metaMDBG_complete.75)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_complete.85"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1023	99.9	0.1	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*RCIO01*"	"**Unidentified species**"	"*Rhizobiaceae*, *RCIO01*"	"*Rhizobiaceae*, *RCIO01* (NitrifyingCombined_metaMDBG_complete.85)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_metabat2.33"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0415	98.81	1.6	"d__Bacteria"	"*Gemmatimonadota*"	"*Gemmatimonadetes*"	"*Longimicrobiales*"	"*RSA9*"	"**Unidentified genus**"	"**Unidentified species**"	"*RSA9*, **Unidentified genus**"	"*RSA9*, **Unidentified genus** (NitrifyingCombined_metaMDBG_metabat2.33)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_metabat2.5"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0207	95.66	2.12	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Sphingobacteriales*"	"*Sphingobacteriaceae*"	"*Parapedobacter*"	"**Unidentified species**"	"*Sphingobacteriaceae*, *Parapedobacter*"	"*Sphingobacteriaceae*, *Parapedobacter* (NitrifyingCombined_metaMDBG_metabat2.5)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_metabat2.68"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.1258	90.39	1.47	"d__Bacteria"	"*Eremiobacterota*"	"*Xenobia*"	"*Xenobiales*"	"*JADMJV01*"	"*JAEXNA01*"	"**Unidentified species**"	"*JADMJV01*, *JAEXNA01*"	"*JADMJV01*, *JAEXNA01* (NitrifyingCombined_metaMDBG_metabat2.68)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_metabat2.7"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.046	99.9	0.08	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Hyphomicrobiaceae*"	"*Hyphomicrobium_C*"	"**Unidentified species**"	"*Hyphomicrobiaceae*, *Hyphomicrobium_C*"	"*Hyphomicrobiaceae*, *Hyphomicrobium_C* (NitrifyingCombined_metaMDBG_metabat2.7)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_metabat2.91"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0469	98.3	0.01	"d__Bacteria"	"*Bacteroidota*"	"*Bacteroidia*"	"*Chitinophagales*"	"*Chitinophagaceae*"	"*Flavipsychrobacter*"	"**Unidentified species**"	"*Chitinophagaceae*, *Flavipsychrobacter*"	"*Chitinophagaceae*, *Flavipsychrobacter* (NitrifyingCombined_metaMDBG_metabat2.91)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_metabat2.97"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.0719	95.03	1.64	"d__Bacteria"	"*Pseudomonadota*"	"*Alphaproteobacteria*"	"*Rhizobiales*"	"*Rhizobiaceae*"	"*Aquamicrobium_A*"	"**Unidentified species**"	"*Rhizobiaceae*, *Aquamicrobium_A*"	"*Rhizobiaceae*, *Aquamicrobium_A* (NitrifyingCombined_metaMDBG_metabat2.97)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
"NitrifyingCombined_metaMDBG_semibin2_14"	"PB127BC_combined_MBSox_2ml_frozen_test_rep2.hifi_reads.fastq.gz"	0.072	91.68	1.67	"d__Bacteria"	"*Chloroflexota*"	"*Chloroflexia*"	"*Thermomicrobiales*"	"*UBA6265*"	"*JACCYK01*"	"**Unidentified species**"	"*UBA6265*, *JACCYK01*"	"*UBA6265*, *JACCYK01* (NitrifyingCombined_metaMDBG_semibin2_14)"	"MetagenomBio SOX"	"Frozen"	"2 mL"
